pubic_hair,0,10489,pubes
hub_logo,0,10481
missing_accessory,0,10460
arm_behind_head,0,10436,"arms_behind_head,hands_behind_head,hand_behind_head"
green_eyes,0,10393
parent:twilight_sparkle,0,10391
mask,0,10378
alcohol,0,10364
winged_spike,0,10318
shocked,0,10298
cowgirl_position,0,10285
braid,0,10274,"braided_hair,plaits,braided_mane,braids"
infidelity,0,10271
breast_grab,0,10257,"boob_grab,breast_grope,grabbing_breast"
curvy,0,10255,voluptuous
winged_humanization,0,10213
hoof_shoes,0,10193,hoofshoes
japanese,0,10190,japanese_text
blank_flank,0,10128,blankflank
male_pov,0,10107
abdominal_bulge,0,10101,"stomach_bulging,stomach_bulge,stomach_bulges,belly_bulge"
raised_eyebrow,0,10093,"eyebrow_raise,eyebrows_up,eyebrow_raised"
candy,0,10078
casual_nudity,0,10075
busty_princess_luna,0,10021,"busty_luna,vice_principal_balloona,princess_balloona,busty_vice_principal_luna"
black_background,0,9998
interspecies_offspring,0,9986
bag,0,9978
human_vagina_on_pony,0,9948,"human_vaginal_on_pony,human_genitals"
wip,0,9920,"unfinished,work_in_progess,w.i.p,work_in_progress,not_finished_yet"
cheek_fluff,0,9896
on_side,0,9873,"laying_on_side,lying_on_side,side"
show_accurate_porn,0,9847
featureless_crotch,0,9801,clean_plot
patreon_logo,0,9759
school_uniform,0,9757,schoolgirl_outfit
belt,0,9745
wingboner,0,9722,wing_boner
abuse,0,9715
tail_bow,0,9707,"buttbow,tail_ribbon,tailbow"
moaning,0,9675
underwater,0,9658
long_gloves,0,9650,"long_glove,longgloves,armgloves,arm_gloves"
sparkles,0,9645
bubble,0,9602,bubbles
toes,0,9589,toe
multiple_variants,0,9525
sun,0,9515
baby_pony,0,9481,baby_ponies
big_areola,0,9477,large_areola
ballgag,0,9472,ball_gag
boop,0,9467,booping
twibutt,0,9420,"princess_twibutt,sparklebutt,twilight_has_a_big_ass,twiass,starbutt"
riding,0,9388
magic_aura,0,9373,"magical_aura,magic_user"
smug,0,9364
human_male,0,9311,male_human
older_spike,0,9302,"grown_spike,grown_up_spike"
newbie_artist_training_grounds,0,9274,"training_grounds,natg,newbie_artists_training_ground,new_artist_training_grounds,atg,artist_training_ground,artist_training_grounds,newbie_artist_training_ground"
cup,0,9253,cups
suit,0,9243,suits
ribbon,0,9233,ribbons
drink,0,9208,"beverage,drinks"
vaginal_insertion,0,9205
rape,0,9204
glare,0,9100,glaring
ocbetes,0,9086
close-up,0,9051,"close_up,closeup,up_close"
pun,0,9030,"punny,puns"
silly,0,9012
duo_male_and_female,0,8998
impossibly_large_balls,0,8989
present,0,8985,"gifts,gift_box,gift,presents,present_box,giftbox"
sonic_the_hedgehog_(series),0,8983,sonic
indoors,0,8971,inside
dark_skin,0,8958
slender,0,8958,slim
plump,0,8920
long_hair,0,8916
tied_up,0,8914
sleeveless,0,8897,sleeveleess
heterochromia,0,8878,"two_colour_eyes,heterochromia_iridum"
high_heel_boots,0,8859,heel_boots
beautiful,0,8852,gorgeous
feather,0,8807,feathers
nervous,0,8804
huge_belly,0,8803
pose,0,8793,"posing,strike_a_pose"
socks_(coat_markings),0,8773,"socks_(markings),socks_(coat_marking)"
on_bed,0,8712
mother_and_daughter,0,8690,"mother_and_daughters,daughter_and_mother"
arm_behind_back,0,8683,arms_behind_back
flutterbat,0,8661
s1_luna,0,8622,season_1_luna
profile,0,8618,profile_view
singing,0,8618,sing
onomatopoeia,0,8613
gmod,0,8554,"garry's,garry's_mod,garrys_mod,garrysmod"
flutterbutt,0,8530
car,0,8492,cars
derp,0,8477,"derpy_eyes,derp_eyes,derped_eyes"
santa_hat,0,8470,christmas_hat
animal,0,8464,animals
nipple_piercing,0,8457,"pierced_nipples,nipple_rings,areola_piercing,nipple_piercings,pierced_nipple,nipple_ring"
community_related,0,8437
tail_wrap,0,8420,"tail_bindings,tail_binding,tailwrap,wrapped_tail"
busty_sunset_shimmer,0,8407,"daydream_jiggler,sunset_jiggler"
tattoo,0,8404,"tattoos,tatoo"
saddle_bag,0,8395,"saddlebag,saddlebags"
ship:rarijack,0,8391,rarijack
urine,0,8390,"piss,pee,pee_pee"
growth,0,8385,growing
implied_sex,0,8361
butt_touch,0,8346,plot_touch
computer,0,8343
group,0,8311
drool_string,0,8309,"saliva_string,saliva_trail,drool_trail"
scrunchy_face,0,8308,scrunch
ship:sparity,0,8283,sparity
reading,0,8262
running,0,8259
cellphone,0,8215,"cell_phone,mobile_phone"
dripping,0,8202,driping
full_body,0,8172,fullbody
vaginal_creampie,0,8160,"cum_in_vagina,cum_inside_pussy,cum_in_pussy"
horned_humanization,0,8157
maid,0,8146,"maid_uniform,maid_outfit,maid_costume,maid_dress"
wingless,0,8084,"no_wing,no_wings,missing_wings,wingless_pegasus"
ponyville,0,8079
jackabetes,0,8065,adorajack
fishnet_stockings,0,8063,fishnets
30_minute_art_challenge,0,8061,"30_minute_challenge,artist:30minchallenge,30minuteschallenge,30minchallenge,30min_challenge,30_minute_art,30_minutes_sketch_challenge"
rain,0,8033,raining
couple,0,8030
long_mane,0,8027
peytral,0,8012
ship:appledash,0,7986,appledash
mane_seven,0,7982,"m7,mane_7"
mane_stripe_sunny,0,7979
polyamory,0,7976
sunset,0,7971
obtrusive_watermark,0,7947,annoying_watermark
bandage,0,7900,bandages
crossed_arms,0,7897,"arms_folded,arms_crossed,folded_arms"
slit_pupils,0,7893,"eye_slits,slitted_eyes,slit_iris,slit_eyes,vertical_pupils"
complete_nudity,0,7881
rearing,0,7869,uprising
horn_ring,0,7859,ring_on_horn
mountain,0,7813,mountains
teenager,0,7803,"teen,teenage"
thong,0,7789,"g-string,g_string"
lactation,0,7784,lactating
walking,0,7781
eye_contact,0,7751
anime,0,7709
blanket,0,7706,blankets
wonderbolts_uniform,0,7704,"wonderbolt_uniform,wonderbolts_costume"
furry,0,7699
licking_cock,0,7692,"dick_licking,penis_licking,licking_penis,licking_dick,cock_licking,tongue_job,tonguejob,penis_lick"
alicornified,0,7687
see-through,0,7677,"see-through_clothing,translucent_clothing,see_through,sheer_clothing,transparent_clothes,transparent_clothing"
microphone,0,7673,mic
loop,0,7651
cute_porn,0,7645
ship:soarindash,0,7643,"clippercrash,soarindash"
muffin,0,7602,muffins
malesub,0,7596,submissive_male
concave_belly,0,7582
parent:rainbow_dash,0,7555
fight,0,7545,"fighting,battle"
mirror,0,7543,mirrors
rearity,0,7538,raributt
applebutt,0,7524,appleass
upskirt,0,7489
paws,0,7486,paw
upside_down,0,7480,upside-down
snuggling,0,7464,"snuggles,snuggle"
claws,0,7440
bandana,0,7413,bandanna
disguise,0,7410
implied_shipping,0,7383
t-shirt,0,7380,"t-shirts,tee_shirt,tshirt,t_shirt"
faceless_male,0,7370
annoyed,0,7364
knife,0,7315,knives
converse,0,7306
canterlot,0,7301
starry_mane,0,7293
ms_paint,0,7290,"mspaint,microsoft_paint"
logo,0,7289
fusion,0,7274,merged
